caseid,weight,sample,lang,cregion,form,q1,q2,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q5,q6a,q6b,q6c,q6d,q6ef13,q6ff13,q6gf13,q6hf24,q6if24,q6jf24,q7a,q7b,q7c,q7e,q8,q9,q10,q14,q18a,q18bf13,q18cf24,q18d,q18ef13,q18ff24,q18g,q18h,q21a,q21b,q21c,q21e,q22c,q22d,q25,q26,q27,q28,q29a,q29b,q29c,q29d,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q42,q43,q45,q46,q47b,q47c,q47d,q47e,q47f,q47h,q54,q55,q56,q57,q58a,q58b,q58c,q58d,relig,chr,born,attend,rq5,rq6,rq7,rq9a,rq9bf13,rq9cf24,rq9df13,rq9ef24,rq10,sex,agerec,educ2,racethn,birth_hisp,usborn,marital,income,party,partyln,ideo,employ,hlthwork,hh1rec,hh3rec,fertrec,ql1,ql1a,qc1,lc2,lc3
101104,.37,1,1,1,2,2,2,2,4,4,1,2,3,1,4, ,2,4,4,4,4, , , ,4,4,3,2,3,3,3,2,4,1,90,2, ,2,4, ,2,2,2,4,1,2,1,2,2,9,2,3,2,2,2,2,2,1,1,1,1,4,2,1,2, , , , , , , , , , , , , , ,1,2,2,3,3,3,1, ,2,2,4,1,1,1, ,1, ,1,1,1,65,2,2, ,1,3,3,2, ,9,3, ,4,2,3,1, , , ,1
101105,1.78,1,1,4,2,1,9,1,3,3,2,2,3,2,2, ,9,1,2,1,1, , , ,2,2,1,3,3,2,9,3,2,3,99,1, ,1,1, ,1,1,2,3,2,2,2,2,3,2,9,1,9,9,9,9,9,3,3,3,3,3,2,2,2, , , , , , , , , , , , , , ,1,2,4,9,9,3,1, ,1,4,1,3,1,1, ,1, ,1,9,2,50,4,1, ,1,1,9,2, ,3,1,2,3,3,3,1, , , ,2
101111,1.07,1,1,3,4,2,1,3,2,2,3,3,2,2,2,2,2,1,1,2,1, , , ,2,2,2,3,3,2,2,1,1,2,82,1, ,3,3, ,1,1,1,3,2,3,2,2,1, , , , , , , , , , , , , , , , , , ,2,9,1,1,2,2,1,1,2,1, , ,1,2,3,1,1,1,1, ,1,5,2,3,1,1, ,1, ,1,2,1,42,8,1, ,2,1,7,3,1,2,1,2,3,2,1,1, , , ,2
101118,1.09,1,1,1,3,1,3,1,2,1,1,2,1,7,7,4,2,1,1,1,1,1,1,1, , , ,1,1,3,2,3,1,3,998,1,2, ,1,2, ,1,1,4,3,2,3,2,3, , , , , , , , , , , , , , , , , , ,1,2,2,2,9,9,9,1,9,9,1,1, , ,1,1,9,1,2, ,2,4,3,7,1,1,2, ,2, ,3,2,64,8,1, ,1,6,8,2, ,5,1,1,1, ,0,1, , ,2, 
101119,1.17,1,1,1,2,1,1,1,3,3,9,2,2,2,2, ,1,3,2,3,3, , , ,3,2,1,2,2,2,3,2,4,3,100,1, ,1,1, ,1,1,1,4,4,2,2,2,2,1,2,3,2,2,2,2,2,2,1,1,1,2,2,2,1,3,1, , , , , , , , , , , , ,2, ,2,2,2,1,1, ,1,1,1,1,1,1, ,1, ,1,2,2,55,4,2, ,2,1,3,2, ,3,1,2,4,4,3,9,9, , , 
101123,.26,1,1,4,1,1,3,1,1,7,1,1,1,1,1, ,1,1,1,2,1,2,2,2, , , ,3,3,3,3,2,3,2,90,2,2, ,3,2, ,2,2,2,2,3,2,2,1,1,2,3,2,2,1,1,1,1,1,2,2,2,2,1,1,3,1, , , , , , , , , , ,2, , , ,3,3,3,3,2, ,2,4,2,5,1,1,1, ,2, ,1,2,27,3,3,1, ,6,2,3,1,9,3, ,4,1,3,1, , , ,1
101124,.27,1,1,3,3,1,1,1,2,4,1,2,2,1,2,4,2,1,2,2,2,2,2,2, , , ,3,3,3,3,1,2,3,300,1,1, ,2,1, ,1,1,2,3,2,2,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,2,2,1,1,1,1,9, , ,3,3,1,3,2, ,2,5,2,1,1,1,1, ,2, ,2,2,60,4,1, ,1,1,7,1, ,3,3, ,2,2,3,1, , , ,2
101125,1,1,1,3,3,1,1,1,3,2,1,1,2,1,7,2,1,1,1,1,1,1,2,1, , , ,1,1,2,1,2,3,2,100,1,3, ,1,1, ,1,1,3,2,1,3,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,1,1,1,1,2, , , ,4,1,2,3,1, ,1,1,1,1,1,1,1, ,1, ,3,2,47,4,4, ,1,3,10,1, ,2,3, ,3,1,5,1, , , ,2
101132,.99,1,1,3,3,1,3,3,2,7,2,1,3,2,2,3,2,2,3,1,1,4,4,1, , , ,2,2,2,1,1,2,4,85,2,1, ,2,3, ,1,2,4,3,3,3,2,1, , , , , , , , , , , , , , , , , , ,3,2,9,9,1,2,1,1,1,1,1,1, , ,2,2,2,3,1, ,1,1,1,1,1,1,1, ,1, ,1,1,67,4,1, ,1,1,4,3,1,2,3, ,3,3,3,1, , , ,2
101135,.36,1,1,3,3,1,1,2,2,7,1,1,1,1,2,2,2,1,3,3,3,1,3,1, , , ,2,2,3,3,1,2,4,85,1,2, ,2,2, ,2,2,3,2,2,2,1,2, , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,1,1,1,1,1, , ,2,3,2,2,2, ,2,2,1,3,1,1,1, ,9, ,2,1,75,3,1, ,1,5,2,3,2,2,3, ,1, ,5,2, , , , 
101138,1.67,1,1,2,3,2,9,2,2,2,1,3,2,1,3,3,2,2,1,2,1,2,2,1, , , ,2,3,2,3,1,1,2,80,1,1, ,2,2, ,2,2,3,3,2,3,2,1, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,1,2,1,2,1,2, , , ,2,3,3,3,1, ,1,2,1,3,1,9,1, ,9, ,2,2,68,3,1, ,1,1,10,3,9,4,2,2,3,2,2,1, , , ,1
101140,.43,1,1,4,1,1,1,1,2,2,1,7,2,7,1, ,1,1,1,4,1,2,1,1, , , ,1,1,1,3,1,2,2,90,1,2, ,2,2, ,1,2,3,3,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1, , , , , , , , , , ,1,1, , ,1,1,1,1,9, , ,6,4,7,2,2,2, ,2, ,3,1,52,6,1, ,1,2,8,2, ,4,1,2,2,2,0,1, , , ,2
101143,.89,1,2,3,3,2,1,1,3,3,3,1,1,1,1,4,1,4,4,3,9,9,4,2, , , ,2,2,3,3,2,9,3,900,2,2, ,3,3, ,2,2,4,4,4,3,2,9, , , , , , , , , , , , , , , , , , ,1,1,2,9,2,9,1,2,2,1,9, , , ,2,2,2,2,1, ,2,1,1,1,1,1,2, ,2, ,3,1,65,1,3,3, ,1,3,3,9,9,2,2,3,1,6,1, , , ,2
101146,.65,1,1,3,4,2,1,2,3,7,1,2,2,2,7,4,2,1,1,1,1, , , ,3,3,1,1,3,3,1,9,9,4,90,2, ,2,9, ,2,2,2,9,3,3,1,1,2, , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,1,2,2,1, , ,9, ,2,3,3,3,1, ,1,1,1,1,1,1, ,1, ,1,4,2,72,3,2, ,1,5,3,3,2,5,3, ,4,4,2,2,1, , ,2
101147,.2,1,1,2,4,1,3,1,2,2,1,2,2,1,2,4,1,1,1,2,1, , , ,2,1,1,3,1,3,1,1,2,2,90,2, ,1,1, ,2,1,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,2,1,1, , ,1,2,3,1,3,3,1, ,2,2,1,3,1,1, ,1, ,1,3,2,72,8,2, ,1,1,8,2, ,4,2,2,3,3,3,1, , , ,2
101149,.62,1,1,3,1,1,1,1,1,1,1,1,1,1,1, ,1,1,2,1,1,2,2,1, , , ,3,3,2,3,1,1,1,100,2,2, ,1,1, ,2,2,3,3,2,2,9,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , ,9, , , ,2,3,3,3,1, ,1,1,1,1,1,2,1, ,9, ,2,2,56,4,2, ,1,1,8,2, ,3,1,2,4,3,2,1, , , ,2
101150,.4,1,1,2,2,1,1,1,4,3,1,1,2,2,9, ,2,1,2,3,1, , , ,4,3,1,2,3,2,3,2,4,4,85,1, ,1,1, ,4,1,1,4,1,1,4,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2, , , , , , , , , , , , ,2, ,3,3,2,3,1, ,1,2,1,2,1,1, ,1, ,1,3,2,66,4,4, ,1,5,7,2, ,3,3, ,2,2,3,1, , , ,3
101151,.61,1,1,3,4,1,1,3,2,2,1,3,2,7,2,3,1,1,1,2,1, , , ,2,2,1,1,3,3,3,2,1,3,90,1, ,3,3, ,3,2,2,3,3,1,3,2,1, , , , , , , , , , , , , , , , , , ,2,2,2,1,2,2,1,1,1,2, , ,1,1,1,1,1,3,7, , ,4,2,5,1,1, ,1, ,1,2,1,21,4,4, ,2,6,6,3,1,3,2,1,4,4,0,1, , , ,2
101158,.72,1,1,2,3,1,3,3,3,2,3,2,2,2,7,3,2,2,1,3,1,9,4,1, , , ,3,1,2,2,2,1,4,77,2,2, ,2,3, ,2,2,3,3,3,3,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,2,1,1,1,1,2, , ,3,3,3,3,99,1,2,2,1,1,1,9,9, ,9, ,9,2,70,4,1, ,1,5,3,3,9,9,1,2,1, ,3,1, , ,2, 
101159,.41,1,1,3,4,1,9,3,2,7,1,1,1,1,7,2,2,2,1,1,1, , , ,2,2,1,2,2,2,1,1,2,2,100,1, ,1,1, ,2,1,1,2,4,2,2,1,1, , , , , , , , , , , , , , , , , , ,1,9,1,1,2,1,2,2,9,1, , ,2, ,2,3,1,3,1, ,1,1,1,1,1,1, ,1, ,1,2,2,83,3,1, ,1,5,3,1, ,2,3, ,1, ,2,1, , ,2, 
101161,.22,1,1,3,4,1,9,2,2,7,1,2,2,1,7,1,2,9,1,9,9, , , ,2,4,1,2,3,2,3,2,9,3,86,1, ,2,3, ,2,2,2,3,3,2,3,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,1,1,1,1, , ,9, ,3,3,3,3,1, ,2,4,1,2,1,1, ,1, ,1,1,2,82,3,1, ,1,5,3,3,9,2,3, ,1, ,2,1, , ,3, 
101166,1.98,1,1,3,2,1,1,1,4,1,4,1,1,1,1, ,2,1,1,1,1, , , ,3,3,1,1,1,1,1,1,1,4,95,2, ,4,2, ,2,2,2,3,4,3,1,2,2,2,2,2,2,2,2,2,2,1,9,2,2,1,2,1,1,3,1, , , , , , , , , , , , ,2, ,2,3,3,3,1, ,1,2,1,1,1,1, ,1, ,1,2,2,46,5,1, ,1,1,7,1, ,2,3, ,4,2,2,1, , , ,2
101174,.17,1,1,3,4,1,3,1,1,1,1,1,3,1,1,4,2,2,2,2,2, , , ,2,2,2,2,1,2,1,2,3,9,900,1, ,1,1, ,3,1,2,3,2,3,3,1,1, , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,2,1,1, , ,2, ,2,2,2,2,1, ,1,1,1,1,1,1, ,1, ,1,1,1,66,4,2, ,1,1,8,4,9,9,3, ,2,2,2,1, , , ,3
101180,1.25,1,1,3,3,1,3,1,3,7,3,2,3,1,7,4,2,1,2,2,1,2,2,1, , , ,2,1,2,1,1,2,1,75,2,2, ,2,3, ,3,2,4,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,2,1,1,1,1,2, , ,2,3,1,9,1, ,1,3,1,1,1,1,1, ,1, ,9,2,53,3,1, ,1,5,3,1, ,2,3, ,2,2,2,1, , , ,1
101198,1.18,1,1,3,1,1,1,3,2,4,2,1,1,7,2, ,2,1,1,1,1,1,1,2, , , ,3,3,3,3,2,2,3,90,2,2, ,1,2, ,1,1,3,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2, , , , , , , , , , ,1,1, , ,1,1,1,3,1, ,2,2,1,2,1,9,9, ,2, ,2,1,60,4,1, ,1,1,6,3,1,3,3, ,2,2,0,1, , , ,2
101207,.73,1,1,2,3,1,3,1,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,1, , , ,3,3,3,3,2,3,1,90,2,1, ,2,2, ,2,1,1,1,1,1,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,1,1,1,1,1,1,1, , ,9,9,9,9,1, ,1,5,1,1,1,9,1, ,9, ,9,2,62,4,1, ,1,1,6,4,2,3,1,2,2,2,2,1, , , ,2
101211,.43,1,1,2,2,1,3,1,1,1,1,1,1,1,1, ,2,1,1,1,1, , , ,1,1,1,9,1,2,1,1,2,2,100,2, ,2,1, ,3,2,2,3,3,3,2,1,1,2,1,1,2,2,1,2,2,1,2,1,9,1,2,1,1,1,1, , , , , , , , , , , , ,2, ,2,3,3,3,13, ,1,2,1,1,1,1, ,1, ,1,2,1,60,6,2, ,1,1,8,4,1,2,1,2,3,2,3,1, , , ,2
101213,.15,1,1,3,3,1,1,1,3,2,3,2,2,2,7,1,2,1,1,2,1,3,2,1, , , ,3,3,2,3,1,1,4,85,1,1, ,2,1, ,1,4,3,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,9,9,9,2,9,2,2,2,2,9, , , ,4,1,3,3,1, ,2,5,1,3,1,1,1, ,1, ,9,2,58,6,1, ,1,3,6,3,1,2,1,2,1, ,2,1, , ,2, 
101221,.93,1,1,3,1,2,3,1,1,1,1,1,3,1,1, ,2,1,1,1,1,3,1,1, , , ,3,1,1,1,1,2,3,85,1,1, ,1,2, ,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2, , , , , , , , , , ,2, , , ,2,3,3,3,1, ,1,2,1,1,1,1,1, ,1, ,3,1,54,4,3,1, ,1,9,1, ,2,3, ,5,2,3,1, , , ,2
101225,.83,1,1,3,3,1,1,3,2,7,1,2,1,7,2,1,2,1,1,2,1,2,1,1, , , ,3,3,2,3,1,3,3,100,1,1, ,2,1, ,2,2,4,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,1,2,2,1,2,1,1,1,2,1,1, , ,2,1,3,3,2, ,1,4,3,6,1,2,1, ,2, ,3,2,18,3,1, ,1,6,3,1, ,2,3, ,5,5,0,2,1, , ,1
101229,.26,1,1,3,1,1,3,3,3,7,1,1,2,1,1, ,2,1,1,1,1,2,2,1, , , ,3,2,3,3,1,1,4,90,1,1, ,1,1, ,1,1,4,4,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,3,1, , , , , , , , , , ,2, , , ,1,1,3,1,1, ,2,4,1,1,1,1,1, ,9, ,1,2,77,4,1, ,1,1,10,1, ,1,3, ,2,2,2,1, , , ,3
101233,.36,1,1,3,1,1,3,3,2,7,1,1,2,1,2, ,1,1,9,1,1,2,2,1, , , ,3,3,9,9,1,2,2,85,1,1, ,1,1, ,1,1,3,3,2,3,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , ,9,1,1,1,2, ,2,1,1,1,1,1,1, ,2, ,1,2,60,8,3,1, ,9,10,2, ,3,9, ,9,9,9,2,2, , , 
101246,.31,1,1,2,3,1,1,2,3,1,3,1,1,1,4,2,2,1,1,1,1,2,2,1, , , ,1,1,2,3,1,2,3,85,1,3, ,3,1, ,1,1,3,2,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,1,2,1,1,1,1, , ,1,1,1,1,2, ,2,3,1,3,1,1,1, ,1, ,2,2,47,6,1, ,1,4,6,1, ,2,1,2,4,2,3,1, , , ,1
101252,.35,1,1,2,1,1,1,1,2,2,2,2,2,1,1, ,2,1,2,1,2,1,1,1, , , ,1,1,3,3,2,1,4,80,1,1, ,2,2, ,1,1,3,3,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2, , , , , , , , , , , , ,1,2, , ,1,1,3,3,1, ,2,2,2,3,1,1,1, ,2, ,3,1,33,6,1, ,1,1,8,2, ,4,1,2,3,2,1,1, , , ,1
101264,.31,1,1,4,4,1,3,3,2,7,2,2,2,2,2,2,2,2,2,2,2, , , ,2,2,2,2,2,2,1,2,2,3,90,1, ,1,2, ,1,2,2,3,4,2,2,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,1,1,1, , ,1,1,2,2,2,3,1, ,1,2,1,2,1,2, ,1, ,1,3,2,78,3,1, ,1,5,3,2, ,2,3, ,1, ,3,2, , , , 
101265,.39,1,1,3,2,1,1,1,2,2,2,2,2,2,2, ,2,1,1,1,1, , , ,2,1,1,1,1,2,1,1,1,4,998,1, ,3,2, ,3,2,2,2,2,2,2,1,1,2,2,9,1,1,1,2,2,1,2,1,9,3,1,1,2, , , , , , , , , , , , , , ,1,1,1,1,1,1,1, ,2,4,2,3,1,1, ,1, ,2,2,1,46,8,1, ,1,1,9,1, ,3,1,2,5,3,4,1, , , ,1
101278,.41,1,1,2,2,2,1,2,4,7,3,1,4,7,1, ,2,1,3,2,1, , , ,4,2,1,2,3,3,3,2,2,4,80,2, ,3,1, ,1,1,2,3,2,2,4,2,1,1,2,3,2,2,2,2,2,9,1,1,1,4,2,1,1,3,2, , , , , , , , , , , , ,2, ,2,2,1,2,2, ,2,1,1,1,1,1, ,1, ,1,1,1,60,6,3,1, ,1,3,2, ,9,3, ,2,2,0,2,2, , , 
101290,3.11,1,1,4,3,1,3,2,2,9,1,1,3,2,2,1,2,1,2,1,1,2,3,1, , , ,2,2,3,1,1,2,3,83,2,2, ,2,2, ,2,2,3,2,2,2,2,2, , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,2,1,1,2, , , ,2,1,2,2,3, ,2,2,1,1,1,1,1, ,2, ,2,2,79,4,1, ,1,5,10,1, ,2,3, ,3,3,6,2,1, , ,2
101298,1.26,1,2,4,2,1,1,1,3,1,3,2,1,2,1, ,1,3,3,3,1, , , ,3,4,1,2,3,3,3,2,1,2,100,2, ,1,2, ,1,2,2,3,4,4,2,2,1,1,2,3,2,2,2,2,1,2,2,1,2,3,2,2,2, , , , , , , , , , , , , , ,2, ,3,1,3,1,2, ,2,2,1,1,1,1, ,1, ,1,3,1,45,3,3,3, ,1,1,3,9,4,1,2,4,4,3,2,2, , , 
101303,.82,1,1,4,2,1,3,1,3,3,2,2,2,2,2, ,1,1,1,2,1, , , ,2,2,1,2,3,3,3,2,2,1,80,2, ,2,2, ,3,1,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2, , , , , , , , , , , , , , ,1,2,3,3,2,1,2, ,2,2,1,4,1,2, ,1, ,1,2,2,40,4,3,3, ,1,6,1, ,2,2,2,5,2,3,1, , , ,2
101317,1.25,1,1,4,4,1,3,2,4,4,2,2,3,2,4,4,2,2,2,2,2, , , ,3,3,1,3,3,3,2,2,3,4,80,1, ,1,1, ,1,1,2,3,1,2,3,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,2,1,1,1,1, , ,1,1,3,1,3,3,2, ,2,6,1,1,1,1, ,1, ,1,1,2,61,4,4, ,1,5,1,2, ,3,3, ,1, ,0,1, , ,2, 
101321,2.4,1,1,4,1,1,3,2,4,4,2,1,3,1,1, ,2,1,1,2,1,1,3,1, , , ,2,3,2,3,2,1,2,90,1,1, ,2,1, ,2,2,3,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2, , , , , , , , , , , , ,9, , , ,2,2,3,3,13, ,1,2,1,1,1,1,1, ,1, ,2,1,38,5,1, ,1,1,4,3,1,2,2,2,6,2,2,1, , , ,2
101332,.49,1,1,4,4,2,3,2,4,7,3,3,3,7,7,1,2,3,3,3,2, , , ,2,3,3,1,3,3,3,1,2,1,100,1, ,2,1, ,1,1,1,4,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,3,1,1,9,2,1,2,1,1,1, , ,1,1,2,2,2,9,5, , ,6,2,7,1,1, ,1, ,2,1,1,25,3,1, ,1,6,2,2, ,1,3, ,2,1,0,2,2, , , 
101334,1.07,1,1,4,4,1,3,3,2,2,2,1,1,1,3,3,1,1,1,2,1, , , ,2,1,1,3,3,1,3,1,1,4,105,1, ,3,1, ,1,2,1,3,2,3,2,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,1,2,1,2, , ,1,1,1,1,3,1,9, , ,6,4,7,2,2, ,2, ,2,3,1,63,6,1, ,1,1,8,3,9,3,1,2,2,2,2,1, , , ,3
101335,1.68,1,1,4,1,1,1,3,2,2,2,2,2,2,1, ,2,2,2,2,1,2,2,1, , , ,3,3,2,1,1,2,3,85,2,1, ,2,3, ,2,2,3,2,2,3,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2, , , , , , , , , , , , ,2, , , ,2,1,1,3,1, ,2,1,1,3,1,1,1, ,1, ,2,2,65,5,1, ,1,1,6,1, ,2,2,2,2,2,1,1, , , ,2
101347,1.66,1,1,4,2,1,1,1,3,1,1,1,3,2,2, ,2,1,2,2,2, , , ,3,3,1,2,3,2,3,2,1,3,85,2, ,2,2, ,1,2,2,3,2,2,2,2,1,2,1,2,2,1,1,1,1,1,3,3,2,3,2,1,2, , , , , , , , , , , , , , ,1,2,4,1,1,1,3, ,2,1,1,1,1,1, ,1, ,1,2,1,39,6,1, ,1,1,8,1, ,2,1,2,6,2,5,1, , , ,2
101350,.22,1,1,4,4,1,2,3,2,2,3,2,2,7,1,3,2,1,1,2,2, , , ,3,3,1,3,1,3,2,2,1,3,85,2, ,2,1, ,2,1,2,3,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,1,1,1, , ,1,1,1,1,3,3,12,2, ,5,4,6,9,2, ,2, ,2,2,1,61,6,1, ,1,1,5,3,1,3,3, ,2,2,0,1, , , ,3
101351,.44,1,1,4,4,1,3,3,2,3,2,1,1,1,1,2,2,1,1,2,1, , , ,4,2,1,2,3,2,3,3,1,2,80,1, ,2,1, ,3,2,2,3,1,1,2,2,2, , , , , , , , , , , , , , , , , , ,2,9,2,2,1,2,1,1,1,2, , ,1,2,2,2,1,1,1, ,1,2,1,2,1,1, ,1, ,1,9,1,52,6,1, ,1,1,8,1, ,1,1,2,4,4,3,1, , , ,2
101352,.99,1,1,4,3,2,3,2,4,4,3,3,2,1,2,1,2,3,2,2,2,1,2,1, , , ,3,1,2,1,2,3,1,200,1,1, ,1,2, ,1,1,2,2,1,3,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,1,1,1,1,2, , , ,3,2,3,3,2, ,1,3,2,1,1,1,1, ,1, ,2,2,47,6,1, ,1,1,3,3,1,3,3, ,6,5,2,2,1, , ,1
101362,2.04,1,1,4,1,1,1,1,1,1,1,1,1,7,1, ,1,1,1,2,1,1,2,1, , , ,1,1,1,3,1,2,4,100,1,1, ,1,1, ,1,1,3,2,2,2,1,1,2,1,1,2,1,1,1,2,1,2,2,2,4,2,1,2, , , , , , , , , , , , ,1,1, , ,2,2,1,1,12,2, ,6,4,7,2,2,2, ,2, ,2,1,29,5,4, ,2,1,3,4,2,3,1,2,2,2,0,1, , , ,2
101367,.39,1,1,4,3,1,1,3,2,3,2,2,2,2,3,3,2,1,2,1,2,1,1,1, , , ,2,3,2,1,2,2,2,100,1,2, ,3,2, ,2,3,3,4,3,3,1,2, , , , , , , , , , , , , , , , , , ,3,1,2,1,1,1,1,2,1,1,2, , , ,2,2,2,3,13, ,1,1,1,1,1,1,1, ,1, ,9,2,99,3,1, ,1,1,9,1, ,2,1,2,4,3,1,1, , , ,1
101371,.23,1,1,4,1,1,1,1,2,1,1,2,1,1,2, ,9,1,1,1,1,1,1,1, , , ,1,1,3,1,3,1,3,900,3,2, ,2,3, ,2,2,3,3,3,2,1,1,2,1,2,1,2,2,2,1,1,2,9,2,1,1,1,2, , , , , , , , , , , , ,1,2, , ,9,3,3,3,1, ,2,3,1,1,1,1,1, ,2, ,2,2,99,6,9, ,1,1,10,9,9,3,9, ,4,2,3,1, , , ,9
101374,.77,1,1,4,4,1,1,1,2,2,1,1,1,1,1,2,9,3,1,2,2, , , ,1,2,1,1,1,1,3,2,4,2,90,2, ,3,3, ,3,3,2,3,9,3,3,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,2,1,1,1,1, , ,1,9,9,4,9,3,99,2, ,6,4,1,1,1, ,9, ,2,4,2,60,4,1, ,1,1,10,9,2,9,1,2,2,2,3,1, , , ,2
101383,.69,1,1,4,2,1,1,2,3,2,1,2,2,1,4, ,2,1,1,3,1, , , ,3,3,1,2,3,2,1,2,3,2,90,1, ,1,1, ,1,1,1,3,2,1,2,1,2,2,1,3,2,1,1,2,2,1,2,2,2,2,1,1,1,3,1, , , , , , , , , , , , ,1,2,1,1,1,1,2, ,2,2,1,1,1,1, ,1, ,1,1,2,57,3,3,1, ,3,2,2, ,4,1,2,4,3,2,1, , , ,3
101388,.21,1,1,4,2,2,2,2,3,7,1,2,2,1,7, ,2,2,2,2,1, , , ,3,1,2,2,1,2,1,1,2,1,90,2, ,2,1, ,2,2,1,3,3,2,2,2,1,9,1,1,1,1,1,9,1,1,2,2,2,2,1,2,2, , , , , , , , , , , , , , ,9, ,2,9,9,1,2, ,2,4,2,4,1,2, ,1, ,2,2,2,72,3,1, ,2,5,10,1, ,2,3, ,1, ,1,1, , ,3, 
101420,1.02,1,2,1,1,1,1,1,2,9,3,1,2,2,1, ,2,2,4,3,1,3,1,4, , , ,1,1,1,3,2,1,4,100,2,2, ,2,2, ,2,3,4,4,4,1,2,2,1,2,3,2,1,1,1,1,9,1,1,1,1,2,1,2, , , , , , , , , , , , ,9, , , ,1,3,3,3,2, ,2,1,1,1,1,1,1, ,2, ,3,1,57,3,3,1, ,1,1,9,9,5,3, ,3,2,4,1, , , ,1
101422,1.93,1,1,1,4,1,3,1,3,7,1,1,2,1,1,2,2,1,3,1,1, , , ,3,3,1,1,2,2,1,1,2,1,85,1, ,1,1, ,1,1,2,3,3,2,1,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,1,1,2,1, , ,2, ,2,1,1,1,1, ,1,2,1,3,1,1, ,1, ,1,3,2,80,3,1, ,1,1,10,1, ,3,3, ,2,2,2,1, , , ,3
101431,.44,1,1,1,2,2,2,1,4,3,4,2,2,7,7, ,2,1,1,2,1, , , ,2,2,1,3,3,2,2,1,2,2,899,1, ,3,2, ,2,1,2,3,3,2,4,2,1,2,1,1,1,2,1,2,2,1,3,1,1,2,2,2,2, , , , , , , , , , , , , , ,1,9,4,1,1,1,1, ,2,5,2,9,1,1, ,1, ,9,1,2,55,6,1, ,1,6,1,3,2,2,2,9,1, ,0,1, , ,3, 
101434,.45,1,1,3,2,1,3,3,2,1,2,1,2,2,1, ,2,2,2,1,1, , , ,2,4,2,3,3,2,1,1,2,4,80,1, ,1,2, ,2,1,1,4,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2, , , , , , , , , , , , ,2, ,2,1,1,1,2, ,2,3,1,2,1,1, ,1, ,1,2,2,69,5,1, ,1,1,3,2, ,2,3, ,2,1,3,1, , , ,2
101435,1.08,1,1,2,4,2,3,1,2,7,9,2,2,3,4,4,2,1,1,2,2, , , ,3,2,1,3,3,1,3,1,2,4,998,1, ,1,2, ,2,2,1,3,3,3,2,1,1, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,2,2,1, , ,1,2,1,1,1,1,2, ,1,2,1,4,1,2, ,1, ,1,2,2,70,4,1, ,1,1,5,2, ,2,2,2,2,2,2,1, , , ,2
