caseid,weight,sample,lang,cregion,form,q1,q2,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q5,q6a,q6b,q6c,q6d,q6ef13,q6ff13,q6gf13,q6hf24,q6if24,q6jf24,q7a,q7b,q7c,q7e,q8,q9,q10,q14,q18a,q18bf13,q18cf24,q18d,q18ef13,q18ff24,q18g,q18h,q21a,q21b,q21c,q21e,q22c,q22d,q25,q26,q27,q28,q29a,q29b,q29c,q29d,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q42,q43,q45,q46,q47b,q47c,q47d,q47e,q47f,q47h,q54,q55,q56,q57,q58a,q58b,q58c,q58d,relig,chr,born,attend,rq5,rq6,rq7,rq9a,rq9bf13,rq9cf24,rq9df13,rq9ef24,rq10,sex,agerec,educ2,racethn,birth_hisp,usborn,marital,income,party,partyln,ideo,employ,hlthwork,hh1rec,hh3rec,fertrec,ql1,ql1a,qc1,lc2,lc3
215928,1.99,2,1,3,3,1,1,1,3,3,2,1,2,2,2,4,2,1,1,2,1,2,2,1, , , ,2,3,2,1,1,1,4,112,1,3, ,2,2, ,3,2,4,2,2,2,1,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,2,2,1,1,2, , ,2,9,3,3,13, ,1,1,1,1,1,1,1, ,1, ,3,1,38,4,2, ,1,3,3,2, ,2,1,2,3,3,1, , ,2, , 
215930,.52,2,1,1,4,1,1,1,2,2,3,3,2,7,1,2,1,1,1,2,2, , , ,3,1,1,2,1,2,1,2,1,2,80,1, ,3,1, ,1,1,1,3,3,3,2,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,2,1,1,2,1, , ,2, ,2,3,3,3,2, ,2,3,2,1,1,9, ,1, ,1,3,2,22,6,3,1, ,6,5,2, ,3,1,2,3,3,0, , ,2, , 
215939,.97,2,1,1,4,1,3,1,3,3,1,2,2,1,7,2,2,1,1,1,1, , , ,2,2,1,1,1,2,1,3,2,4,90,2, ,2,2, ,1,2,2,1,3,1,1,2,1, , , , , , , , , , , , , , , , , , ,2,1,2,1,1,1,1,1,1,1, , ,1,1,1,3,1,1,2, ,2,2,1,1,1,1, ,1, ,2,3,1,70,3,4, ,1,3,4,2, ,4,3, ,1, ,3, , ,2, , 
215956,1.69,2,1,4,3,1,1,1,2,1,2,2,2,7,2,3,2,1,1,2,1,2,2,1, , , ,3,3,3,2,2,2,3,82,1,1, ,2,2, ,1,2,3,2,2,2,2,3, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,2,1,1,1,1,2, , , ,3,3,3,3,13, ,2,3,2,5,1,1,1, ,1, ,1,1,25,4,1, ,1,6,8,1, ,2,1,1,3,3,0, , ,2, , 
215968,3.06,2,1,4,4,1,1,1,2,2,2,2,2,1,7,2,2,1,2,1,1, , , ,2,2,1,9,3,2,1,1,2,3,85,1, ,3,1, ,3,3,1,3,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2,9,9,1,2,2,1,1,1,1, , ,1,1,9,4,3,3,1, ,1,4,2,4,1,1, ,1, ,1,2,2,55,4,4, ,1,3,10,1, ,3,1,2,2,2,2, , ,2, , 
215970,.18,2,1,4,2,1,3,3,2,1,1,1,2,1,1, ,1,1,1,2,1, , , ,2,1,1,1,1,2,1,2,2,3,90,2, ,2,2, ,3,2,2,4,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2, , , , , , , , , , , , , , ,1,1,3,1,1,1,1, ,1,2,1,2,1,1, ,1, ,1,2,1,58,8,2, ,1,1,9,3,2,3,1,2,4,3,3, , ,1, ,1
215973,2.73,2,1,4,2,1,1,3,4,4,3,1,2,7,7, ,2,1,2,1,1, , , ,3,3,1,3,1,2,2,1,2,4,998,2, ,4,2, ,2,2,3,3,2,3,2,1,1,2,1,1,1,2,1,2,2,1,2,3,9,2,2,2,1,3,1, , , , , , , , , , , , ,2, ,3,1,1,3,1, ,9,2,1,1,1,1, ,1, ,2,3,1,25,3,1, ,1,6,10,3,9,3,3, ,4,3,0, , ,2, , 
215991,.72,2,2,4,4,1,1,1,3,1,1,1,3,1,7,2,1,1,1,1,1, , , ,9,9,1,3,1,9,3,1,2,2,80,1, ,2,1, ,2,2,2,4,2,3,1,1,1, , , , , , , , , , , , , , , , , , ,3,1,2,1,1,1,2,2,1,1, , ,1,1,2,3,2,3,2, ,2,2,1,1,1,2, ,1, ,2,4,2,33,2,3,1, ,6,2,3,9,2,2,2,6,3,3, , ,1, ,2
215993,.79,2,1,4,1,1,1,1,1,1,1,1,2,7,2, ,1,1,1,2,1,2,2,1, , , ,3,3,3,2,1,2,4,90,1,1, ,1,1, ,1,2,3,2,2,3,2,1,2,1,2,2,2,1,2,9,2,2,2,1,2,2,2,2, , , , , , , , , , , , ,1,1, , ,4,4,3,3,11,1,2,5,3,5,1,1,1, ,1, ,3,1,30,6,3,1, ,6,7,2, ,3,1,2,2,2,0, , ,2, , 
216020,3.38,2,1,4,1,1,1,3,3,1,2,1,3,1,7, ,2,1,1,1,1,2,2,1, , , ,2,3,2,3,1,4,4,70,1,1, ,1,1, ,1,1,4,4,4,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,1,2, , ,2,2,3,3,2, ,1,1,1,2,1,1,1, ,1, ,2,1,43,4,3,1, ,3,2,3,2,3,1,2,1, ,2, , ,2, , 
216024,1.28,2,1,4,3,2,1,1,3,4,2,7,1,7,7,4,1,1,2,4,1,1,1,2, , , ,1,1,1,3,1,1,4,75,1,3, ,1,2, ,1,2,3,2,2,3,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,1,1,2,1,1,1, , ,1,1,1,1,10, , ,6,4,7,2,2,2, ,2, ,3,1,31,8,1, ,1,6,6,2, ,4,1,2,1, ,0, , ,2, , 
216029,.3,2,1,4,3,1,1,1,2,2,2,7,2,7,2,3,2,2,2,2,2,3,3,4, , , ,2,3,3,3,1,2,2,998,1,1, ,1,3, ,1,1,4,2,2,2,1,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,1,1,1,1,2, , ,3,3,3,3,12,2, ,5,4,6,1,2,1, ,1, ,1,1,49,6,4, ,2,1,9,2, ,3,1,2,2,2,0, , ,1, ,1
216030,.78,2,1,4,1,1,3,3,2,2,3,3,2,7,2, ,9,1,2,2,1,2,2,2, , , ,1,1,1,3,1,2,4,90,2,2, ,1,3, ,2,2,3,2,3,3,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1, , , , , , , , , , ,1,1, , ,1,1,1,3,9, , ,4,4,7,2,2,2, ,2, ,3,1,52,6,1, ,1,1,8,2, ,4,1,2,3,3,0, , ,1, ,2
216053,2.12,2,1,3,2,1,1,1,1,2,2,1,2,1,1, ,1,1,1,2,1, , , ,2,2,1,3,3,3,3,1,2,1,80,2, ,2,1, ,3,2,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , ,1,2,3,3,3,1,12,2, ,5,3,6,1,1, ,1, ,1,3,2,23,4,2, ,1,6,9,3,2,3,1,2,3,3,1, , ,1, ,2
216055,.56,2,1,3,2,1,3,1,1,7,4,1,1,1,1, ,2,9,4,4,1, , , ,9,4,9,2,3,2,1,1,9,9,998,2, ,9,2, ,2,2,9,1,9,1,9,1,9,9,2,3,2,2,2,2,2,1,1,1,1,4,1,2,2, , , , , , , , , , , , , , ,9, ,3,3,9,3,99,1,1,9,4,9,1,1, ,1, ,1,4,1,74,2,2, ,1,5,10,2, ,3,3, ,2,2,0, , ,9, , 
216058,.37,2,1,4,2,1,3,3,2,2,2,2,1,1,1, ,9,1,1,1,1, , , ,3,2,1,2,1,9,1,1,2,2,900,2, ,3,3, ,3,3,3,2,2,4,2,9,1,2,2,1,9,2,1,2,9,1,2,3,9,1,2,1,1,1,1, , , , , , , , , , , , ,1,2,4,4,1,1,1, ,1,2,1,1,1,1, ,1, ,1,2,1,64,6,1, ,1,1,8,1, ,2,1,2,4,4,2, , ,2, , 
216061,.43,2,1,1,3,1,1,1,3,2,2,3,3,7,2,3,2,1,1,4,2,2,2,2, , , ,1,1,1,9,1,1,3,120,1,1, ,1,1, ,2,2,3,1,2,3,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,1,1,1,1,1, , ,3,3,3,3,9, , ,6,4,7,2,2,2, ,2, ,3,1,24,6,1, ,2,6,7,2, ,3,1,2,2,2,0, , ,2, , 
216062,1.71,2,1,3,1,2,1,2,4,1,1,1,2,1,7, ,2,1,1,1,1,4,3,1, , , ,2,3,2,3,2,3,4,998,1,1, ,1,1, ,1,2,3,4,3,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2, , , , , , , , , , ,2, , , ,2,3,3,3,13, ,1,5,4,1,1,1,1, ,1, ,2,1,52,8,1, ,1,3,7,3,1,1,2,2,5,3,1, , ,2, , 
216072,.67,2,2,3,1,1,3,3,2,4,3,1,2,1,1, ,1,1,2,3,1,2,3,1, , , ,3,3,3,1,1,3,2,998,2,2, ,2,2, ,2,2,3,2,3,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,4,2,1,2, , , , , , , , , , , , ,2, , , ,2,9,1,2,2, ,2,2,1,2,1,1,1, ,1, ,3,2,28,3,3,3, ,1,3,3,2,3,1,2,4,2,2, , ,2, , 
216085,2.65,2,1,2,2,1,3,3,2,2,2,2,2,2,2, ,2,1,1,1,1, , , ,1,1,1,9,1,3,2,2,3,4,100,2, ,2,2, ,2,2,2,3,2,2,3,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1, , , , , , , , , , , , ,1,2,2,3,3,3,1, ,1,3,2,3,1,1, ,1, ,1,3,1,55,3,1, ,1,1,9,1, ,2,1,2,4,3,4, , ,1, ,2
216115,.67,2,1,4,1,1,1,1,2,2,2,2,1,2,1, ,1,1,1,2,2,3,3,2, , , ,2,2,2,9,2,3,1,100,1,1, ,1,2, ,2,2,3,3,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , ,2,4,1,9,6, , ,2,1,1,1,1,1, ,1, ,2,1,59,6,1, ,2,1,8,2, ,2,1,2,4,4,2, , ,1, ,2
